Epoch 1/100, Train Loss: 0.6425, Train Accuracy: 0.7593, Train F1: 0.7203, Validation Loss: 0.6076, Validation Accuracy: 0.7713, Validation F1: 0.7249
Epoch 2/100, Train Loss: 0.5416, Train Accuracy: 0.8074, Train F1: 0.7853, Validation Loss: 0.5598, Validation Accuracy: 0.7982, Validation F1: 0.7665
Epoch 3/100, Train Loss: 0.5094, Train Accuracy: 0.8202, Train F1: 0.8022, Validation Loss: 0.5387, Validation Accuracy: 0.8058, Validation F1: 0.7783
Epoch 4/100, Train Loss: 0.4872, Train Accuracy: 0.8264, Train F1: 0.8107, Validation Loss: 0.5281, Validation Accuracy: 0.8096, Validation F1: 0.7847
Epoch 5/100, Train Loss: 0.4760, Train Accuracy: 0.8312, Train F1: 0.8167, Validation Loss: 0.5353, Validation Accuracy: 0.8110, Validation F1: 0.7855
Epoch 6/100, Train Loss: 0.4671, Train Accuracy: 0.8340, Train F1: 0.8199, Validation Loss: 0.5033, Validation Accuracy: 0.8216, Validation F1: 0.8038
Epoch 7/100, Train Loss: 0.4600, Train Accuracy: 0.8361, Train F1: 0.8230, Validation Loss: 0.5147, Validation Accuracy: 0.8209, Validation F1: 0.7988
Epoch 8/100, Train Loss: 0.4494, Train Accuracy: 0.8395, Train F1: 0.8270, Validation Loss: 0.4987, Validation Accuracy: 0.8249, Validation F1: 0.8069
Epoch 9/100, Train Loss: 0.4459, Train Accuracy: 0.8408, Train F1: 0.8288, Validation Loss: 0.4960, Validation Accuracy: 0.8275, Validation F1: 0.8097
Epoch 10/100, Train Loss: 0.4412, Train Accuracy: 0.8423, Train F1: 0.8303, Validation Loss: 0.4923, Validation Accuracy: 0.8295, Validation F1: 0.8113
Epoch 11/100, Train Loss: 0.4328, Train Accuracy: 0.8464, Train F1: 0.8350, Validation Loss: 0.4831, Validation Accuracy: 0.8300, Validation F1: 0.8138
Epoch 12/100, Train Loss: 0.4291, Train Accuracy: 0.8477, Train F1: 0.8369, Validation Loss: 0.4786, Validation Accuracy: 0.8328, Validation F1: 0.8167
Epoch 13/100, Train Loss: 0.4258, Train Accuracy: 0.8491, Train F1: 0.8386, Validation Loss: 0.4887, Validation Accuracy: 0.8321, Validation F1: 0.8146
Epoch 14/100, Train Loss: 0.4250, Train Accuracy: 0.8484, Train F1: 0.8377, Validation Loss: 0.5110, Validation Accuracy: 0.8300, Validation F1: 0.8100
Epoch 15/100, Train Loss: 0.4232, Train Accuracy: 0.8497, Train F1: 0.8394, Validation Loss: 0.4740, Validation Accuracy: 0.8338, Validation F1: 0.8199
Epoch 16/100, Train Loss: 0.4182, Train Accuracy: 0.8502, Train F1: 0.8400, Validation Loss: 0.4915, Validation Accuracy: 0.8305, Validation F1: 0.8115
Epoch 17/100, Train Loss: 0.4161, Train Accuracy: 0.8522, Train F1: 0.8422, Validation Loss: 0.4754, Validation Accuracy: 0.8363, Validation F1: 0.8204
Epoch 18/100, Train Loss: 0.4129, Train Accuracy: 0.8548, Train F1: 0.8451, Validation Loss: 0.4902, Validation Accuracy: 0.8297, Validation F1: 0.8108
Epoch 19/100, Train Loss: 0.4101, Train Accuracy: 0.8544, Train F1: 0.8448, Validation Loss: 0.4836, Validation Accuracy: 0.8335, Validation F1: 0.8163
Epoch 20/100, Train Loss: 0.4097, Train Accuracy: 0.8541, Train F1: 0.8444, Validation Loss: 0.4741, Validation Accuracy: 0.8350, Validation F1: 0.8201
Epoch 21/100, Train Loss: 0.4113, Train Accuracy: 0.8547, Train F1: 0.8452, Validation Loss: 0.4738, Validation Accuracy: 0.8346, Validation F1: 0.8190
Epoch 22/100, Train Loss: 0.4049, Train Accuracy: 0.8568, Train F1: 0.8478, Validation Loss: 0.4787, Validation Accuracy: 0.8325, Validation F1: 0.8154
Epoch 23/100, Train Loss: 0.4064, Train Accuracy: 0.8562, Train F1: 0.8469, Validation Loss: 0.4657, Validation Accuracy: 0.8384, Validation F1: 0.8237
Epoch 24/100, Train Loss: 0.4039, Train Accuracy: 0.8574, Train F1: 0.8481, Validation Loss: 0.4764, Validation Accuracy: 0.8350, Validation F1: 0.8185
Epoch 25/100, Train Loss: 0.3990, Train Accuracy: 0.8593, Train F1: 0.8505, Validation Loss: 0.4764, Validation Accuracy: 0.8345, Validation F1: 0.8180
Epoch 26/100, Train Loss: 0.3972, Train Accuracy: 0.8583, Train F1: 0.8495, Validation Loss: 0.4697, Validation Accuracy: 0.8371, Validation F1: 0.8222
Epoch 27/100, Train Loss: 0.3968, Train Accuracy: 0.8591, Train F1: 0.8503, Validation Loss: 0.4605, Validation Accuracy: 0.8392, Validation F1: 0.8253
Epoch 28/100, Train Loss: 0.3944, Train Accuracy: 0.8603, Train F1: 0.8518, Validation Loss: 0.4701, Validation Accuracy: 0.8368, Validation F1: 0.8210
Epoch 29/100, Train Loss: 0.3942, Train Accuracy: 0.8590, Train F1: 0.8502, Validation Loss: 0.4673, Validation Accuracy: 0.8383, Validation F1: 0.8233
Epoch 30/100, Train Loss: 0.3916, Train Accuracy: 0.8624, Train F1: 0.8538, Validation Loss: 0.4605, Validation Accuracy: 0.8406, Validation F1: 0.8276
Epoch 31/100, Train Loss: 0.3919, Train Accuracy: 0.8617, Train F1: 0.8533, Validation Loss: 0.4559, Validation Accuracy: 0.8391, Validation F1: 0.8262
Epoch 32/100, Train Loss: 0.3894, Train Accuracy: 0.8624, Train F1: 0.8542, Validation Loss: 0.4622, Validation Accuracy: 0.8380, Validation F1: 0.8246
Epoch 33/100, Train Loss: 0.3884, Train Accuracy: 0.8625, Train F1: 0.8544, Validation Loss: 0.4601, Validation Accuracy: 0.8403, Validation F1: 0.8269
